"study.ID","synopsis","year","study.design.grouped","continent","country","lat","long","language","iso3c","country_wb","gdp_pc_const2015","income","income_group","bii","scenario"
"5064","Management of Captive Animals",1995,"CI","North America","United States",32.8281217,-96.7093916,"English","USA","United States",41507.9135604158,"High income","High",0.684223979711532,"historical"
"5064","Amphibian Conservation",1995,"After","North America","United States",32.8281217,-96.7093916,"English","USA","United States",41507.9135604158,"High income","High",0.684223979711532,"historical"
"5065","Amphibian Conservation",2003,"BA","Europe","Spain",39.6949672,3.0172008,"English","ESP","Spain",25481.1653690112,"High income","High",0.658172070980072,"historical"
"5066","Amphibian Conservation",2012,"After","Africa","Zimbabwe",-18.9990089,29.1570529,"English","ZWE","Zimbabwe",1360.15230034275,"Lower middle income","Middle",0.864702761173248,"historical"
"5067","Amphibian Conservation",2005,"After","North America","United States",34.3540004,-111.6867721,"English","USA","United States",52393.4513113092,"High income","High",0.68662440776825,"historical"
"5068","Amphibian Conservation",2002,"After","North America","United States",32.4328594,-111.6639475,"English","USA","United States",48729.1586442625,"High income","High",0.685816407203674,"historical"
"5069","Terrestrial Mammal Conservation",1997,"After","Europe","Spain",41.5871296,1.5002686,"English","ESP","Spain",21310.4311888986,"High income","High",0.640410697460175,"historical"
"5069","Amphibian Conservation",1997,"CI","Europe","Spain",41.5871296,1.5002686,"English","ESP","Spain",21310.4311888986,"High income","High",0.640410697460175,"historical"
"5069","Reptile Conservation",1997,"After","Europe","Spain",41.5871296,1.5002686,"English","ESP","Spain",21310.4311888986,"High income","High",0.640410697460175,"historical"
"5070","Amphibian Conservation",2003,"BA","Europe","Spain",43.0737113,-2.2250046,"English","ESP","Spain",25481.1653690112,"High income","High",0.658172070980072,"historical"
"5070","Amphibian Conservation",2003,"After","Europe","Spain",43.0737113,-2.2250046,"English","ESP","Spain",25481.1653690112,"High income","High",0.658172070980072,"historical"
"5071","Amphibian Conservation",2012,"CI","Europe","Spain",41.2187331,-1.1637144,"English","ESP","Spain",24763.568274484,"High income","High",0.674960434436798,"historical"
"5072","Amphibian Conservation",2007,"BACI","North America","United States",44.3858077,-123.4563371,"English","USA","United States",53889.3964951775,"High income","High",0.685980677604675,"historical"
"5073","Amphibian Conservation",2009,"After","North America","United States",42.2549929,-87.9246033,"English","USA","United States",51611.3217087719,"High income","High",0.68496561050415,"historical"
"5073","Amphibian Conservation",2009,"BA","North America","United States",42.2549929,-87.9246033,"English","USA","United States",51611.3217087719,"High income","High",0.68496561050415,"historical"
"5074","Amphibian Conservation",2009,"After","North America","United States",42.2549929,-87.9246033,"English","USA","United States",51611.3217087719,"High income","High",0.68496561050415,"historical"
"5074","Amphibian Conservation",2009,"BA","North America","United States",42.2549929,-87.9246033,"English","USA","United States",51611.3217087719,"High income","High",0.68496561050415,"historical"
"5076","Amphibian Conservation",2007,"CI","North America","United States",44.5041409,-123.5512224,"English","USA","United States",53889.3964951775,"High income","High",0.685980677604675,"historical"
"5077","Management of Captive Animals",2005,"CI","Europe","United Kingdom",53.7995061,-1.502712,"English","GBR","United Kingdom",43320.5628684438,"High income","High",0.428221583366394,"historical"
"5077","Amphibian Conservation",2005,"CI","Europe","United Kingdom",53.7995061,-1.502712,"English","GBR","United Kingdom",43320.5628684438,"High income","High",0.428221583366394,"historical"
"5078","Amphibian Conservation",1998,"Rand.exp.","North America","United States",37.334319,-79.5230831,"English","USA","United States",45374.6215189233,"High income","High",0.684780144691467,"historical"
"5080","Amphibian Conservation",1989,"BA","Europe","Germany",51.6062656,7.1478131,"English","DEU","Germany",28522.1322159262,"High income","High",0.635450863838196,"historical"
"5081","Amphibian Conservation",2009,"Rand.exp.","Europe","Switzerland",47.3745947,8.5488838,"English","CHE","Switzerland",79585.5216989959,"High income","High",0.639348208904266,"historical"
"5082","Amphibian Conservation",2006,"BA","Europe","Italy",43.5484262,10.3104167,"English","ITA","Italy",33873.0493680093,"High income","High",0.634853303432465,"historical"
"5083","Amphibian Conservation",2008,"CI","North America","United States",32.6682452,-83.1023104,"English","USA","United States",53442.7136899777,"High income","High",0.684667885303497,"historical"
"5083","Amphibian Conservation",2008,"BA","North America","United States",32.6682452,-83.1023104,"English","USA","United States",53442.7136899777,"High income","High",0.684667885303497,"historical"
"5084","Amphibian Conservation",2006,"BA","North America","United States",31.0676694,-88.9824693,"English","USA","United States",53335.5896950225,"High income","High",0.687957048416138,"historical"
"5085","Amphibian Conservation",2009,"CI","North America","United States",38.2606621,-92.4638283,"English","USA","United States",51611.3217087719,"High income","High",0.68496561050415,"historical"
"5086","Amphibian Conservation",1986,"BA","North America","United States",38.3310596,-92.536435,"English","USA","United States",35620.759359254,"High income","High",0.683268666267395,"historical"
"5087","Amphibian Conservation",1998,"BA","North America","United States",38.3238064,-92.4515957,"English","USA","United States",45374.6215189233,"High income","High",0.684780144691467,"historical"
"5088","Amphibian Conservation",2010,"CI","Europe","Russia",55.711191,37.577266,"English","RUS","Russian Federation",8755.1201171875,"High income","High",0.881718218326569,"historical"
"5088","Management of Captive Animals",2010,"CI","Europe","Russia",55.711191,37.577266,"English","RUS","Russian Federation",8755.1201171875,"High income","High",0.881718218326569,"historical"
"5089","Amphibian Conservation",2010,"CI","North America","United States",39.5916012,-92.7717022,"English","USA","United States",52555.7695134023,"High income","High",0.688368797302246,"historical"
"5090","Management of Captive Animals",2010,"CI","Oceania","Australia",-27.2319674,124.4070471,"English","AUS","Australia",53768.349733441,"High income","High",0.699317038059235,"historical"
"5090","Amphibian Conservation",2010,"CI","Oceania","Australia",-27.2319674,124.4070471,"English","AUS","Australia",53768.349733441,"High income","High",0.699317038059235,"historical"
"5091","Management of Captive Animals",2011,"Rand.exp.","Oceania","Australia",-26.5160153,122.814996,"English","AUS","Australia",54296.2321324814,"High income","High",0.693440496921539,"historical"
"5091","Amphibian Conservation",2011,"Rand.exp.","Oceania","Australia",-26.5160153,122.814996,"English","AUS","Australia",54296.2321324814,"High income","High",0.693440496921539,"historical"
"5091","Management of Captive Animals",2011,"After","Oceania","Australia",-26.5160153,122.814996,"English","AUS","Australia",54296.2321324814,"High income","High",0.693440496921539,"historical"
"5091","Amphibian Conservation",2011,"After","Oceania","Australia",-26.5160153,122.814996,"English","AUS","Australia",54296.2321324814,"High income","High",0.693440496921539,"historical"
"5092","Amphibian Conservation",2012,"After","South America","Colombia",3.4477382,-76.5567479,"English","COL","Colombia",5675.75617978305,"Upper middle income","Middle",0.718225717544556,"historical"
"5093","Amphibian Conservation",1988,"BA","Europe","Denmark",56.1628758,10.2041112,"English","DNK","Denmark",38482.6663594586,"High income","High",0.420102441310882,"historical"
"5094","Amphibian Conservation",2011,"CI","North America","United States",40.4174216,-82.9097033,"English","USA","United States",52956.6630340962,"High income","High",0.689221143722534,"historical"
"5097","Amphibian Conservation",2001,"BA","Asia","China, P.R.",29.8348915,121.8841319,"English","CHN","China",2405.89396743215,"Upper middle income","Middle",0.632797241210938,"historical"
"5098","Amphibian Conservation",2008,"BA","North America","United States",33.4538681,-111.9486723,"English","USA","United States",53442.7136899777,"High income","High",0.684667885303497,"historical"
"5099","Management of Captive Animals",2007,"After","North America","United States",43.0788622,-107.288244,"English","USA","United States",53889.3964951775,"High income","High",0.685980677604675,"historical"
"5099","Amphibian Conservation",2007,"After","North America","United States",43.0788622,-107.288244,"English","USA","United States",53889.3964951775,"High income","High",0.685980677604675,"historical"
"5100","Amphibian Conservation",2011,"BA","North America","United States",34.0808966,-111.0735581,"English","USA","United States",52956.6630340962,"High income","High",0.689221143722534,"historical"
"5101","Amphibian Conservation",2012,"After","North America","United States",28.8306762,-81.3165214,"English","USA","United States",53738.1476714593,"High income","High",0.687221765518188,"historical"
"5102","Amphibian Conservation",2002,"CI","North America","Canada",46.3648623,-63.3472939,"English","CAN","Canada",38921.6673033743,"High income","High",0.908049643039703,"historical"
"5103","Amphibian Conservation",2010,"Rand.exp.","North America","United States",37.8717354,-122.2609983,"English","USA","United States",52555.7695134023,"High income","High",0.688368797302246,"historical"
"5104","Amphibian Conservation",2012,"CI","Oceania","Australia",-32.897356,151.697234,"English","AUS","Australia",55465.4462872577,"High income","High",0.694918692111969,"historical"
"5105","Amphibian Conservation",2008,"BA","Oceania","Australia",-32.8744419,151.6960635,"English","AUS","Australia",53497.275355342,"High income","High",0.693712592124939,"historical"
"5106","Amphibian Conservation",1998,"BA","Europe","The Netherlands",52.13303,5.2905505,"English","NLD","Netherlands",37661.7337325878,"High income","High",0.565976893901825,"historical"
"5107","Amphibian Conservation",2008,"After","North America","United States",36.783681,-119.426682,"English","USA","United States",53442.7136899777,"High income","High",0.684667885303497,"historical"
"5108","Amphibian Conservation",2003,"After","Oceania","Australia",-28.5469493,153.5346063,"English","AUS","Australia",48509.6632180363,"High income","High",0.689376592636108,"historical"
"5108","Reptile Conservation",2003,"After","Oceania","Australia",-28.5469493,153.5346063,"English","AUS","Australia",48509.6632180363,"High income","High",0.689376592636108,"historical"
"5108","Terrestrial Mammal Conservation",2003,"After","Oceania","Australia",-28.5469493,153.5346063,"English","AUS","Australia",48509.6632180363,"High income","High",0.689376592636108,"historical"
"5110","Terrestrial Mammal Conservation",2008,"CI","North America","Canada",49.4182633,-82.4653657,"English","CAN","Canada",42067.5687072607,"High income","High",0.906639635562897,"historical"
"5110","Amphibian Conservation",2008,"CI","North America","Canada",49.4182633,-82.4653657,"English","CAN","Canada",42067.5687072607,"High income","High",0.906639635562897,"historical"
"5111","Amphibian Conservation",2011,"After","North America","Canada",49.261226,-123.1139268,"English","CAN","Canada",42043.6419795513,"High income","High",0.90840208530426,"historical"
"5111","Management of Captive Animals",2011,"After","North America","Canada",49.261226,-123.1139268,"English","CAN","Canada",42043.6419795513,"High income","High",0.90840208530426,"historical"
"5112","Amphibian Conservation",2012,"After","North America","Canada",56.2360391,-106.5751133,"English","CAN","Canada",42320.6431330726,"High income","High",0.90678334236145,"historical"
"5113","Amphibian Conservation",2004,"CI","North America","United States",41.5988215,-87.200136,"English","USA","United States",51098.5573007417,"High income","High",0.686720550060272,"historical"
"5114","Amphibian Conservation",2011,"BA","Oceania","New Zealand",-40.7939832,173.9279984,"English","NZL","New Zealand",35957.523248516,"High income","High",0.602387130260468,"historical"
"5115","Amphibian Conservation",2004,"After","Oceania","New Zealand",-40.760156,173.9240407,"English","NZL","New Zealand",34372.5891093868,"High income","High",0.597280263900757,"historical"
"5115","Amphibian Conservation",2004,"BA","Oceania","New Zealand",-40.760156,173.9240407,"English","NZL","New Zealand",34372.5891093868,"High income","High",0.597280263900757,"historical"
"5116","Amphibian Conservation",2005,"BA","Oceania","New Zealand",-41.0604146,174.2502687,"English","NZL","New Zealand",35126.3341641095,"High income","High",0.599695682525635,"historical"
"5117","Amphibian Conservation",2009,"Rand.exp.","North America","United States",34.3917381,-94.5562849,"English","USA","United States",51611.3217087719,"High income","High",0.68496561050415,"historical"
"5117","Amphibian Conservation",2009,"CI","North America","United States",34.3917381,-94.5562849,"English","USA","United States",51611.3217087719,"High income","High",0.68496561050415,"historical"
"5118","Amphibian Conservation",2008,"After","Europe","Slovenia",46.0564386,14.508065,"English","SVN","Slovenia",22175.2369557321,"High income","High",0.79523229598999,"historical"
"5119","Amphibian Conservation",1989,"After","Europe","United Kingdom",55.3787401,-3.461249,"English","GBR","United Kingdom",29928.0161928787,"High income","High",0.396012091636658,"historical"
"5120","Reptile Conservation",2002,"CI","North America","United States",38.953568,-76.546892,"English","USA","United States",48729.1586442625,"High income","High",0.685816407203674,"historical"
"5120","Amphibian Conservation",2002,"CI","North America","United States",38.953568,-76.546892,"English","USA","United States",48729.1586442625,"High income","High",0.685816407203674,"historical"
"5121","Control of Freshwater Invasive Species",2007,"After","North America","United States",40.8286952,-88.9881069,"English","USA","United States",53889.3964951775,"High income","High",0.685980677604675,"historical"
"5121","Amphibian Conservation",2007,"BACI","North America","United States",40.8286952,-88.9881069,"English","USA","United States",53889.3964951775,"High income","High",0.685980677604675,"historical"
"5122","Amphibian Conservation",2010,"CI","North America","Canada",45.4211363,-75.6802869,"English","CAN","Canada",41164.3399119626,"High income","High",0.908224105834961,"historical"
"5122","Management of Captive Animals",2010,"CI","North America","Canada",45.4211363,-75.6802869,"English","CAN","Canada",41164.3399119626,"High income","High",0.908224105834961,"historical"
"5123","Amphibian Conservation",2009,"After","Asia","Vietnam",21.0334075,105.8502234,"English","VNM","Viet Nam",1927.13427057454,"Lower middle income","Middle",0.722794532775879,"historical"
"5124","Amphibian Conservation",2012,"After","Asia","Japan",36.2062653,138.2455943,"English","JPN","Japan",33518.4449368599,"High income","High",0.883938848972321,"historical"
"5125","Amphibian Conservation",2005,"BA","North America","United States",36.69204,-120.009919,"English","USA","United States",52393.4513113092,"High income","High",0.68662440776825,"historical"
"5125","Reptile Conservation",2005,"BA","North America","United States",36.69204,-120.009919,"English","USA","United States",52393.4513113092,"High income","High",0.68662440776825,"historical"
"5126","Management of Captive Animals",2012,"CI","Europe","Russia",55.711191,37.577266,"English","RUS","Russian Federation",9464.0107421875,"High income","High",0.881400465965271,"historical"
"5126","Amphibian Conservation",2012,"CI","Europe","Russia",55.711191,37.577266,"English","RUS","Russian Federation",9464.0107421875,"High income","High",0.881400465965271,"historical"
"5127","Amphibian Conservation",2010,"CI","North America","Mexico",19.2572052,-99.1028719,"English","MEX","Mexico",9389.06722084275,"Upper middle income","Middle",0.739814400672913,"historical"
"5128","Amphibian Conservation",2004,"BA","Europe","The Netherlands",51.0577801,5.8671007,"English","NLD","Netherlands",41663.1477772692,"High income","High",0.555660724639893,"historical"
"5129","Amphibian Conservation",2012,"BA","Europe","The Netherlands",51.0827954,5.8509204,"English","NLD","Netherlands",44631.8745388789,"High income","High",0.596339404582977,"historical"
"5130","Amphibian Conservation",2006,"After","North America","United States",44.4440763,-68.8815041,"English","USA","United States",53335.5896950225,"High income","High",0.687957048416138,"historical"
"5130","Marsh and Swamp Conservation",2006,"After","North America","United States",44.4440763,-68.8815041,"English","USA","United States",53335.5896950225,"High income","High",0.687957048416138,"historical"
"5131","Terrestrial Mammal Conservation",1999,"After","Europe","The Netherlands",52.13303,5.2905505,"English","NLD","Netherlands",39298.7334353319,"High income","High",0.565867441892624,"historical"
"5131","Amphibian Conservation",1999,"After","Europe","The Netherlands",52.13303,5.2905505,"English","NLD","Netherlands",39298.7334353319,"High income","High",0.565867441892624,"historical"
"5133","Amphibian Conservation",2002,"CI","North America","United States",43.8040805,-120.567978,"English","USA","United States",48729.1586442625,"High income","High",0.685816407203674,"historical"
"5134","Amphibian Conservation",2009,"Rand.exp.","North America","United States",45.5705896,-92.6412123,"English","USA","United States",51611.3217087719,"High income","High",0.68496561050415,"historical"
"5135","Amphibian Conservation",2007,"BACI","North America","United States",40.632247,-89.403186,"English","USA","United States",53889.3964951775,"High income","High",0.685980677604675,"historical"
"5136","Amphibian Conservation",2009,"BACI","Asia","Indonesia",-1.835541,120.5106372,"English","IDN","Indonesia",2546.21969707767,"Upper middle income","Middle",0.738390386104584,"historical"
"5136","Reptile Conservation",2009,"Rand.exp.","Asia","Indonesia",-1.835541,120.5106372,"English","IDN","Indonesia",2546.21969707767,"Upper middle income","Middle",0.738390386104584,"historical"
"5137","Amphibian Conservation",2002,"BA","Europe","United Kingdom",52.3554678,-1.1714803,"English","GBR","United Kingdom",40594.932929345,"High income","High",0.427350670099258,"historical"
"5138","Amphibian Conservation",2005,"After","North America","Canada",54.6611438,-105.460275,"English","CAN","Canada",41006.2229523971,"High income","High",0.907230377197266,"historical"
"5139","Amphibian Conservation",2002,"BA","North America","United States",40.548545,-84.5103139,"English","USA","United States",48729.1586442625,"High income","High",0.685816407203674,"historical"
"5140","Amphibian Conservation",2006,"After","Oceania","Australia",-33.8675184,151.2070232,"English","AUS","Australia",51682.8925230537,"High income","High",0.689337730407715,"historical"
"5141","Amphibian Conservation",2012,"After","Europe","Germany",51.2384454,7.1077387,"English","DEU","Germany",40834.5088218456,"High income","High",0.681620597839355,"historical"
"5142","Amphibian Conservation",2011,"After","Europe","Russia",59.953706,30.3063162,"English","RUS","Russian Federation",9120.8203125,"High income","High",0.881212711334229,"historical"
"5143","Reptile Conservation",2006,"BA","North America","United States",37.251645,-96.711403,"English","USA","United States",53335.5896950225,"High income","High",0.687957048416138,"historical"
"5143","Amphibian Conservation",2006,"BA","North America","United States",37.251645,-96.711403,"English","USA","United States",53335.5896950225,"High income","High",0.687957048416138,"historical"
"5144","Amphibian Conservation",1994,"After","Europe","United Kingdom",52.3554678,-1.1714803,"English","GBR","United Kingdom",32308.7952722115,"High income","High",0.409080266952514,"historical"
"5146","Amphibian Conservation",2012,"After","Europe","United Kingdom",52.5347733,-1.5027375,"English","GBR","United Kingdom",43136.7006795996,"High income","High",0.418579399585724,"historical"
"5147","Amphibian Conservation",2012,"BA","Europe","United Kingdom",54.4678323,-2.1330971,"English","GBR","United Kingdom",43136.7006795996,"High income","High",0.418579399585724,"historical"
"5148","Amphibian Conservation",2005,"After","Europe","United Kingdom",51.6091594,-0.2782753,"English","GBR","United Kingdom",43320.5628684438,"High income","High",0.428221583366394,"historical"
"5148","Amphibian Conservation",2005,"BA","Europe","United Kingdom",51.6091594,-0.2782753,"English","GBR","United Kingdom",43320.5628684438,"High income","High",0.428221583366394,"historical"
"5149","Amphibian Conservation",1993,"BA","Europe","United Kingdom",51.6091594,-0.2782753,"English","GBR","United Kingdom",30862.4118121654,"High income","High",0.406057596206665,"historical"
"5150","Amphibian Conservation",1982,"After","Europe","United Kingdom",53.8514569,-1.5900395,"English","GBR","United Kingdom",23554.7695677663,"High income","High",0.389169645309448,"historical"
"5151","Amphibian Conservation",2008,"After","North America","United States",43.1587736,-76.3328793,"English","USA","United States",53442.7136899777,"High income","High",0.684667885303497,"historical"
"5151","Reptile Conservation",2008,"After","North America","United States",43.1587736,-76.3328793,"English","USA","United States",53442.7136899777,"High income","High",0.684667885303497,"historical"
"5152","Amphibian Conservation",2003,"CI","Oceania","Australia",-19.3253702,146.7570308,"English","AUS","Australia",48509.6632180363,"High income","High",0.689376592636108,"historical"
"5154","Amphibian Conservation",2010,"After","North America","Canada",53.544389,-113.490927,"English","CAN","Canada",41164.3399119626,"High income","High",0.908224105834961,"historical"
"5155","Management of Captive Animals",2006,"CI","Asia","China, P.R.",35.8939626,104.2271332,"English","CHN","China",3883.35412942474,"Upper middle income","Middle",0.630859315395355,"historical"
"5155","Amphibian Conservation",2006,"CI","Asia","China, P.R.",35.8939626,104.2271332,"English","CHN","China",3883.35412942474,"Upper middle income","Middle",0.630859315395355,"historical"
"5156","Amphibian Conservation",2012,"Rand.exp.","Oceania","Australia",-20.723712,142.6807196,"English","AUS","Australia",55465.4462872577,"High income","High",0.694918692111969,"historical"
"5157","Amphibian Conservation",2002,"After","North America","United States",39.4971388,-101.3433799,"English","USA","United States",48729.1586442625,"High income","High",0.685816407203674,"historical"
"5158","Amphibian Conservation",1989,"After","Europe","The Netherlands",52.3858144,4.5945255,"English","NLD","Netherlands",30259.4323280832,"High income","High",0.566951727867126,"historical"
"5160","Amphibian Conservation",1995,"BA","Europe","Latvia",56.4206077,21.2285925,"English","LVA","Latvia",4661.66840092451,"High income","High",0.877892762422561,"historical"
"5160","Management of Captive Animals",1995,"After","Europe","Latvia",56.4206077,21.2285925,"English","LVA","Latvia",4661.66840092451,"High income","High",0.877892762422561,"historical"
"5160","Amphibian Conservation",1995,"After","Europe","Latvia",56.4206077,21.2285925,"English","LVA","Latvia",4661.66840092451,"High income","High",0.877892762422561,"historical"
"5161","Amphibian Conservation",1999,"CI","North America","United States",35.211787,-83.42252,"English","USA","United States",47004.469017723,"High income","High",0.684965533018112,"historical"
"5161","Reptile Conservation",1999,"BACI","North America","United States",35.211787,-83.42252,"English","USA","United States",47004.469017723,"High income","High",0.684965533018112,"historical"
"5162","Amphibian Conservation",2002,"BA","Europe","Switzerland",46.0507095,8.9490037,"English","CHE","Switzerland",73824.3849167809,"High income","High",0.627088725566864,"historical"
"5162","Amphibian Conservation",2002,"After","Europe","Switzerland",46.0507095,8.9490037,"English","CHE","Switzerland",73824.3849167809,"High income","High",0.627088725566864,"historical"
"5163","Amphibian Conservation",1995,"BA","Europe","Denmark",54.7280794,11.4651595,"English","DNK","Denmark",43328.5293418439,"High income","High",0.439332783222198,"historical"
"5163","Amphibian Conservation",1995,"CI","Europe","Denmark",54.7280794,11.4651595,"English","DNK","Denmark",43328.5293418439,"High income","High",0.439332783222198,"historical"
"5164","Amphibian Conservation",2000,"BACI","North America","United States",38.4007925,-89.9270651,"English","USA","United States",48379.7551705781,"High income","High",0.685150921344757,"historical"
"5165","Amphibian Conservation",2012,"BA","Europe","United Kingdom",51.4492612,-3.4134038,"English","GBR","United Kingdom",43136.7006795996,"High income","High",0.418579399585724,"historical"
"5166","Amphibian Conservation",2006,"Rand.exp.","North America","United States",45.3263112,-68.5853744,"English","USA","United States",53335.5896950225,"High income","High",0.687957048416138,"historical"
"5167","Amphibian Conservation",2008,"BA","Oceania","Australia",-33.8675184,151.2070232,"English","AUS","Australia",53497.275355342,"High income","High",0.693712592124939,"historical"
"5168","Amphibian Conservation",2008,"BA","Oceania","Australia",-33.9443809,151.1962956,"English","AUS","Australia",53497.275355342,"High income","High",0.693712592124939,"historical"
"5172","Soil Fertility",2012,"CI","Oceania","New Zealand",-43.644698,172.4687382,"English","NZL","New Zealand",36607.1493914827,"High income","High",0.603472113609314,"historical"
"5173","Soil Fertility",2001,"CI","North America","Canada",42.2150295,-82.7334306,"English","CAN","Canada",38200.456120621,"High income","High",0.908306539058685,"historical"
"5174","Soil Fertility",2006,"Rand.exp.","Europe","Turkey",41.0483664,36.0419441,"English","TUR","Turkiye",8078.5153787571,"Upper middle income","Middle",0.750373303890228,"historical"
"5175","Soil Fertility",2012,"Rand.exp.","Asia","China, P.R.",29.9267096,115.4844254,"English","CHN","China",6723.19443752823,"Upper middle income","Middle",0.634151875972748,"historical"
"5176","Soil Fertility",2009,"CI","Oceania","New Zealand",-45.126706,169.9191668,"English","NZL","New Zealand",35370.585185302,"High income","High",0.601281821727753,"historical"
"5177","Soil Fertility",2009,"CI","Europe","United Kingdom",52.1962981,-1.5895886,"English","GBR","United Kingdom",42146.5095879962,"High income","High",0.41682904958725,"historical"
"5178","Soil Fertility",1995,"Rand.exp.","North America","Canada",49.5046032,-87.6702166,"English","CAN","Canada",32595.4515150443,"High income","High",0.90992996096611,"historical"
"5179","Soil Fertility",2008,"After","Asia","Syria",36.0060628,37.0400339,"English","SYR","Syrian Arab Republic",1423.59559425951,"Low income","Low",0.593881130218506,"historical"
"5180","Soil Fertility",2008,"Rand.exp.","Africa","Zambia",-13.6576473,32.5746522,"English","ZMB","Zambia",1053.58612301068,"Lower middle income","Middle",0.893057405948639,"historical"
"5181","Soil Fertility",2009,"After","Europe","Italy",37.5080181,15.0828305,"English","ITA","Italy",31587.0638416305,"High income","High",0.644341588020325,"historical"
"5182","Soil Fertility",2013,"CI","North America","United States",40.649767,-104.9865049,"English","USA","United States",54462.6252412407,"High income","High",0.691076457500458,"historical"
"5183","Soil Fertility",2009,"Rand.exp.","North America","United States",33.952422,-83.317387,"English","USA","United States",51611.3217087719,"High income","High",0.68496561050415,"historical"
"5184","Soil Fertility",2010,"Rand.exp.","North America","United States",35.3884077,-82.5669116,"English","USA","United States",52555.7695134023,"High income","High",0.688368797302246,"historical"
"5185","Soil Fertility",2012,"Rand.exp.","Europe","The Netherlands",51.9833662,5.666544,"English","NLD","Netherlands",44631.8745388789,"High income","High",0.596339404582977,"historical"
"5186","Soil Fertility",2010,"CI","Asia","Pakistan",31.4765254,73.1352186,"English","PAK","Pakistan",1256.69482201323,"Lower middle income","Middle",0.879620671272278,"historical"
"5187","Soil Fertility",2010,"CI","North America","United States",36.9099501,-121.7572008,"English","USA","United States",52555.7695134023,"High income","High",0.688368797302246,"historical"
"5188","Soil Fertility",2007,"Rand.exp.","Asia","India",29.023963,79.4979555,"English","IND","India",1069.24696813025,"Lower middle income","Middle",0.605808734893799,"historical"
"5196","Terrestrial Mammal Conservation",2013,"BACI","Asia","Laos",20.3254175,104.1001326,"English","LAO","Lao PDR",1890.27861294875,"Lower middle income","Middle",0.898607075214386,"historical"
"5200","Natural Pest Control",1991,"Rand.exp.","North America","United States",34.2978441,-95.9879817,"English","USA","United States",38449.8815276871,"High income","High",0.683482426404953,"historical"
"5200","Soil Fertility",1991,"Rand.exp.","North America","United States",34.2978441,-95.9879817,"English","USA","United States",38449.8815276871,"High income","High",0.683482426404953,"historical"
"5201","Natural Pest Control",2011,"Rand.exp.","Oceania","Australia",-33.365014,149.617443,"English","AUS","Australia",54296.2321324814,"High income","High",0.693440496921539,"historical"
"5203","Natural Pest Control",2011,"Rand.exp.","Asia","China, P.R.",36.1490367,117.1462554,"English","CHN","China",6275.90956436258,"Upper middle income","Middle",0.634362041950226,"historical"
"5204","Natural Pest Control",1983,"CI","Africa","Egypt",26.7486339,30.8477765,"English","EGY","Egypt, Arab Rep.",1632.38201364179,"Lower middle income","Middle",1,"historical"
"5205","Natural Pest Control",2008,"CI","Africa","Kenya",1.0626048,34.9972193,"English","KEN","Kenya",1273.77226103073,"Lower middle income","Middle",0.727204620838165,"historical"
"5206","Natural Pest Control",2010,"Rand.exp.","Oceania","New Zealand",-43.6172273,172.3067927,"English","NZL","New Zealand",35489.7631519026,"High income","High",0.602133512496948,"historical"
"5207","Natural Pest Control",2010,"CI","Africa","Ethiopia",8.4696309,39.3008533,"English","ETH","Ethiopia",421.898622378633,"Low income","Low",0.833650648593903,"historical"
"5208","Natural Pest Control",2011,"Rand.exp.","North America","United States",46.553627,-120.383063,"English","USA","United States",52956.6630340962,"High income","High",0.689221143722534,"historical"
"5211","Natural Pest Control",2009,"Rand.exp.","Europe","France",48.6375021,-1.9038361,"English","FRA","France",35052.8510772683,"High income","High",0.614277958869934,"historical"
"5212","Natural Pest Control",2011,"Rand.exp.","North America","United States",39.817907,-74.534561,"English","USA","United States",52956.6630340962,"High income","High",0.689221143722534,"historical"
"5213","Natural Pest Control",2007,"Rand.exp.","Africa","South Africa",-26.71669,27.09996,"English","ZAF","South Africa",5891.42069421698,"Upper middle income","Middle",0.58547979593277,"historical"
"5214","Natural Pest Control",2001,"CI","Africa","Kenya",-0.5565994,34.2915678,"English","KEN","Kenya",1202.29348759987,"Lower middle income","Middle",0.744084417819977,"historical"
"5215","Natural Pest Control",2003,"Rand.exp.","Africa","Kenya",-0.5480741,34.2291159,"English","KEN","Kenya",1169.14433674051,"Lower middle income","Middle",0.740252673625946,"historical"
"5216","Natural Pest Control",2004,"After","Oceania","New Zealand",-39.7691679,176.743145,"English","NZL","New Zealand",34372.5891093868,"High income","High",0.597280263900757,"historical"
"5217","Natural Pest Control",2009,"Rand.exp.","Africa","Kenya",-0.4331599,34.2082455,"English","KEN","Kenya",1276.73503486074,"Lower middle income","Middle",0.723599195480347,"historical"
"5218","Natural Pest Control",2009,"Rand.exp.","Africa","Kenya",-0.5738441,34.3646913,"English","KEN","Kenya",1276.73503486074,"Lower middle income","Middle",0.723599195480347,"historical"
"5219","Natural Pest Control",2008,"CI","Africa","Kenya",-0.0987941,34.2747943,"English","KEN","Kenya",1273.77226103073,"Lower middle income","Middle",0.727204620838165,"historical"
"5221","Natural Pest Control",1997,"After","North America","United States",39.0348228,-76.9074639,"English","USA","United States",43936.9050018073,"High income","High",0.684594756364822,"historical"
"5222","Natural Pest Control",1988,"Rand.exp.","North America","United States",26.3012653,-81.7976533,"English","USA","United States",37705.0600397471,"High income","High",0.683282852172851,"historical"
"5223","Natural Pest Control",2011,"CI","Asia","Japan",36.0499767,140.1300505,"English","JPN","Japan",33011.1342301291,"High income","High",0.883384108543396,"historical"
