"study.ID","synopsis","year","study.design.grouped","continent","country","lat","long"
"3372","Farmland Conservation",2001,"CI","Europe","United Kingdom",NA,NA
"3373","Farmland Conservation",2001,"CI","Europe","United Kingdom",51.250351,-1.983163
"3375","Farmland Conservation",2004,"After","Europe","United Kingdom",55.37874,-3.461249
"3376","Bird Conservation",2005,"CI","Europe","Switzerland",46.799812,8.235547
"3376","Farmland Conservation",2005,"CI","Europe","Switzerland",46.799812,8.235547
"3378","Farmland Conservation",1977,"CI","Europe","France",46.223821,2.216243
"3378","Farmland Conservation",1977,"After","Europe","France",46.223821,2.216243
"3378","Bird Conservation",1977,"After","Europe","France",46.223821,2.216243
"3378","Bird Conservation",1977,"CI","Europe","France",46.223821,2.216243
"3379","Farmland Conservation",2007,"After","Europe","Belgium",50.503905,4.469727
"3380","Farmland Conservation",1993,"BA","Europe","United Kingdom",51.751603,-1.2552507
"3385","Bird Conservation",2007,"Rand.exp.","North America","Canada",62.806707,-92.360253
"3387","Bird Conservation",1991,"After","Europe","Spain",36.874795,-6.390165
"3387","Bird Conservation",1991,"BA","Europe","Spain",36.874795,-6.390165
"3389","Farmland Conservation",2004,"CI","Europe","United Kingdom",52.545505,-0.763888
"3389","Bird Conservation",2004,"CI","Europe","United Kingdom",52.545505,-0.763888
"3390","Farmland Conservation",2010,"CI","Europe","United Kingdom",NA,NA
"3390","Bird Conservation",2010,"CI","Europe","United Kingdom",NA,NA
"3394","Bird Conservation",2005,"BA","Europe","United Kingdom",53.432894,-1.862705
"3398","Bird Conservation",2001,"CI","North America","United States",41.203232,-77.196034
"3400","Bird Conservation",2010,"Rand.exp.","Europe","United Kingdom",55.300331,-2.202258
"3403","Bird Conservation",2007,"After","North America","Costa Rica",9.845174,-83.650673
"3404","Bird Conservation",1998,"BA","North America","United States",37.090268,-95.710624
"3406","Bird Conservation",1948,"After","North America","United States",41.720262,-73.256218
"3407","Bird Conservation",1998,"After","Africa","South Africa",-33.955479,18.46765
"3413","Bird Conservation",2001,"BACI","Oceania","Australia",-30.575191,151.717041
"3417","Bird Conservation",2008,"After","Europe","Spain",NA,NA
"3420","Bird Conservation",2001,"Rand.exp.","North America","United States",48.747146,-99.276109
"3423","Bird Conservation",1988,"CI","North America","United States",33.329656,-79.212918
"3424","Bird Conservation",1993,"After","North America","United States",37.090268,-95.710624
"3425","Bird Conservation",1994,"CI","North America","United States",31.506042,-97.205035
"3426","Bird Conservation",1997,"CI","North America","United States",NA,NA
"3427","Bird Conservation",2009,"Rand.exp.","North America","United States",44.32033,-85.586544
"3428","Bird Conservation",1997,"After","Asia","Saudi Arabia",22.240142,41.069641
"3429","Bird Conservation",1997,"Rand.exp.","North America","United States",58.302,-134.42
"3432","Bird Conservation",2000,"After","Oceania","Australia",-41.382885,146.636038
"3435","Bird Conservation",1994,"BACI","Europe","United Kingdom",52.069569,-0.753521
"3438","Bird Conservation",1981,"After","North America","Canada",53.93527,-116.595379
"3439","Bird Conservation",1952,"After","North America","United States",32.3198,-86.9038
"3440","Bird Conservation",2004,"Rand.exp.","Europe","United Kingdom",55.378051,-3.435973
"3441","Bird Conservation",1999,"Rand.exp.","North America","Canada",67.23536,-103.003362
"3442","Bird Conservation",1986,"After","Europe","Spain",37.067265,-6.533579
"3450","Bird Conservation",2006,"BA","Europe","Portugal",39.400001,-8.216303
"3457","Bird Conservation",1997,"After","Europe","The Netherlands",NA,NA
"3460","Bird Conservation",2003,"Rand.exp.","Europe","The Netherlands",NA,NA
"3461","Bird Conservation",1981,"After","North America","United States",NA,NA
"3464","Bird Conservation",1983,"After","North America","United States",NA,NA
"3465","Bird Conservation",1990,"CI","North America","United States",40.417423,-82.909721
"3468","Bird Conservation",2008,"After","NA","NA",NA,NA
"3477","Bird Conservation",2004,"After","North America","United States",31.96752,-99.90162
"3478","Bird Conservation",2003,"CI","Oceania","Australia",-20.917574,142.702796
"3479","Bird Conservation",1998,"CI","North America","United States",41.203232,-77.196034
"3480","Bird Conservation",2006,"CI","North America","United States",38.8014484,-92.4134826
"3481","Bird Conservation",2008,"CI","South America","Argentina",-31.116033,-65.083571
"3483","Peatland Conservation",2007,"CI","Europe","Germany",54.22023,9.69703
"3483","Farmland Conservation",2007,"CI","Europe","Germany",54.22023,9.69703
"3484","Farmland Conservation",2010,"CI","Europe","Poland",52.011111,21.35
"3486","Farmland Conservation",2001,"CI","Europe","The Netherlands",52.13303,5.2905505
"3487","Farmland Conservation",1996,"After","Europe","The Netherlands",52.3503,6.8847524
"3488","Peatland Conservation",2007,"Rand.exp.","Europe","Switzerland",46.799812,8.235547
"3488","Farmland Conservation",2007,"CI","Europe","Switzerland",46.799812,8.235547
"3489","Farmland Conservation",2001,"Rand.exp.","Europe","United Kingdom",55.3787401,-3.461249
"3489","Grassland Conservation",2001,"Rand.exp.","Europe","United Kingdom",55.3787401,-3.461249
"3490","Farmland Conservation",2003,"CI","Europe","Germany",51.16762,10.45905
"3491","Farmland Conservation",1999,"CI","Europe","United Kingdom",55.345914,-3.378046
"3492","Farmland Conservation",2008,"CI","Europe","United Kingdom",56.509613,-4.211024
"3494","Farmland Conservation",2007,"CI","Europe","United Kingdom",55.345914,-3.378046
"3496","Farmland Conservation",2000,"After","Europe","United Kingdom",55.345914,-3.378046
"3497","Farmland Conservation",2008,"Rand.exp.","Europe","Switzerland",46.799812,8.235547
"3498","Farmland Conservation",2010,"Rand.exp.","Europe","United Kingdom",55.345914,-3.378046
"3499","Farmland Conservation",2005,"Rand.exp.","Europe","Germany",51.16762,10.45905
"3500","Farmland Conservation",2003,"CI","Europe","Germany",51.537987,9.929435
"3501","Farmland Conservation",2004,"CI","Europe","Germany",51.16762,10.45905
"3502","Farmland Conservation",2006,"CI","Europe","Denmark",56.262728,9.506132
"3504","Farmland Conservation",1982,"Rand.exp.","Europe","United Kingdom",55.345914,-3.378046
"3505","Farmland Conservation",1991,"Rand.exp.","Europe","Poland",51.967292,19.104263
"3506","Farmland Conservation",1997,"Rand.exp.","Europe","The Netherlands",NA,NA
"3507","Farmland Conservation",1999,"After","Europe","France",48.4667768,1.4839818
"3507","Natural Pest Control",1999,"After","Europe","France",48.4667768,1.4839818
"3509","Butterfly and Moth Conservation",2001,"After","Europe","United Kingdom",52.1306607,-3.7837117
"3509","Farmland Conservation",2001,"After","Europe","United Kingdom",52.1306607,-3.7837117
"3511","Farmland Conservation",2007,"After","Europe","United Kingdom",55.345914,-3.378046
"3514","Farmland Conservation",2006,"CI","Europe","The Netherlands",51.8543874,4.7455169
"3516","Farmland Conservation",2002,"CI","Europe","United Kingdom",51.90176,-1.061144
"3517","Farmland Conservation",1975,"CI","Europe","United Kingdom",51.8102886,-0.3557882
"3518","Farmland Conservation",1995,"Rand.exp.","Europe","United Kingdom",51.4319037,-2.6468037
"3519","Farmland Conservation",1996,"CI","Europe","Germany",52.2220715,10.6174434
"3520","Farmland Conservation",1997,"CI","Europe","Germany",51.16762,10.45905
"3521","Farmland Conservation",2007,"Rand.exp.","Europe","United Kingdom",55.37874,-3.461249
"3525","Farmland Conservation",1994,"After","Europe","The Netherlands",51.9672388,5.6637807
"3526","Farmland Conservation",2007,"Rand.exp.","Europe","United Kingdom",50.775366,-3.998178
"3526","Bird Conservation",2007,"Rand.exp.","Europe","United Kingdom",50.775366,-3.998178
"3527","Farmland Conservation",2005,"After","Europe","Switzerland",46.799812,8.235547
"3531","Farmland Conservation",1994,"CI","Europe","Sweden",59.866743,17.649836
"3532","Farmland Conservation",1995,"CI","Europe","Germany",49.100412,8.968854
"3533","Terrestrial Mammal Conservation",1997,"CI","Europe","United Kingdom",51.711467,-1.994954
"3533","Farmland Conservation",1997,"CI","Europe","United Kingdom",51.711467,-1.994954
"3534","Farmland Conservation",1997,"BACI","Europe","United Kingdom",56.491381,-4.189633
"3534","Bird Conservation",1997,"CI","Europe","United Kingdom",56.491381,-4.189633
"3535","Farmland Conservation",1997,"CI","Europe","Germany",48.6616037,9.3501336
"3535","Butterfly and Moth Conservation",1997,"CI","Europe","Germany",48.6616037,9.3501336
"3540","Reptile Conservation",2012,"After","Europe","United Kingdom",52.745548,1.636092
"3541","Farmland Conservation",1988,"After","Europe","United Kingdom",50.9702696,-1.4213108
"3541","Grassland Conservation",1988,"CI","Europe","United Kingdom",50.9702696,-1.4213108
"3543","Reptile Conservation",2012,"After","Africa","Reunion",-21.1279075,55.792692
"3545","Grassland Conservation",1995,"Rand.exp.","Europe","United Kingdom",51.03,1.18
"3545","Farmland Conservation",1995,"Rand.exp.","Europe","United Kingdom",51.03,1.18
"3546","Farmland Conservation",1999,"CI","Europe","United Kingdom",52.3554678,-1.1714803
"3546","Grassland Conservation",1999,"Rand.exp.","Europe","United Kingdom",52.3554678,-1.1714803
"3547","Farmland Conservation",1999,"CI","Europe","United Kingdom",52.172309,-3.975183
"3548","Farmland Conservation",2004,"CI","Europe","Germany",51.5414667,9.9158328
"3548","Grassland Conservation",2004,"Rand.exp.","Europe","Germany",51.5414667,9.9158328
"3550","Bird Conservation",1946,"CI","North America","United States",45.422654,-97.704787
"3551","Bird Conservation",1996,"CI","North America","United States",37.090268,-95.710624
"3552","Bird Conservation",1999,"CI","North America","United States",37.090268,-95.710624
"3553","Bird Conservation",1999,"CI","North America","Canada",56.191647,-106.54207
"3554","Bird Conservation",2008,"Rand.exp.","North America","United States",37.090268,-95.710624
"3556","Bird Conservation",2000,"Rand.exp.","North America","Canada",45.503918,-73.575547
"3557","Bird Conservation",2007,"Rand.exp.","Oceania","Australia",-34.917054,138.606744
"3559","Bird Conservation",2010,"After","Europe","Spain",40.463051,-3.747887
"3560","Bird Conservation",1967,"BA","North America","United States",NA,NA
"3560","Bird Conservation",1967,"After","North America","United States",NA,NA
"3561","Bird Conservation",1972,"CI","North America","United States",37.090268,-95.710624
"3562","Bird Conservation",1999,"CI","North America","Canada",56.191647,-106.54207
"3563","Bird Conservation",2000,"CI","North America","Canada",NA,NA
"3563","Bird Conservation",2000,"BA","North America","Canada",NA,NA
"3564","Reptile Conservation",2012,"After","Oceania","New Zealand",-45.3822421,170.4290055
"3565","Farmland Conservation",2010,"After","Europe","United Kingdom",55.37874,-3.461249
"3565","Bird Conservation",2010,"After","Europe","United Kingdom",55.37874,-3.461249
"3566","Bird Conservation",2001,"After","North America","Canada",56.191647,-106.54207
"3568","Bird Conservation",1999,"CI","Europe","Spain",40.463862,-3.74845
"3569","Bird Conservation",2010,"BACI","Europe","The Netherlands",NA,NA
"3569","Farmland Conservation",2010,"BACI","Europe","The Netherlands",NA,NA
"3570","Marsh and Swamp Conservation",1994,"BA","Europe","The Netherlands",52.447368,5.309389
"3571","Terrestrial Mammal Conservation",2007,"CI","Oceania","Australia",-27.5689349,153.1156834
"3572","Farmland Conservation",2006,"CI","Europe","The Netherlands",NA,NA
"3574","Terrestrial Mammal Conservation",2012,"BA","North America","United States",33.2416604,-119.5052052
"3575","Bird Conservation",1996,"After","North America","United States",37.090268,-95.710624
"3576","Farmland Conservation",2000,"After","Europe","United Kingdom",52.194928,-1.759925
"3577","Bird Conservation",1986,"CI","North America","United States",37.090268,-95.710624
"3578","Bird Conservation",2000,"CI","North America","Canada",56.191647,-106.54207
"3579","Bird Conservation",2007,"BA","Europe","United Kingdom",55.37874,-3.461249
"3581","Bird Conservation",1976,"BA","North America","United States",37.090268,-95.710624
"3583","Bird Conservation",1998,"After","North America","United States",35.674667,-104.240068
"3584","Bird Conservation",2008,"BACI","Europe","Sweden",60.12885,18.646577
"3584","Farmland Conservation",2008,"BACI","Europe","Sweden",60.12885,18.646577
"3584","Bird Conservation",2008,"CI","Europe","Sweden",60.12885,18.646577
"3585","Bird Conservation",2001,"Rand.exp.","North America","United States",36.795524,-118.985759
"3587","Bird Conservation",2006,"CI","Europe","United Kingdom",52.355468,-1.17148
"3587","Farmland Conservation",2006,"CI","Europe","United Kingdom",52.355468,-1.17148
"3588","Bird Conservation",1980,"CI","North America","United States",37.09024,-95.712891
"3591","Bird Conservation",1991,"CI","North America","United States",41.576323,-99.383529
"3592","Bird Conservation",1996,"CI","North America","United States",33.363492,-80.951553
"3593","Bird Conservation",2008,"BACI","North America","United States",38.2,121.5
"3594","Bird Conservation",2010,"CI","North America","United States",42.619351,-107.768953
"3595","Bird Conservation",2009,"CI","North America","United States",34.888879,-111.439769
"3597","Farmland Conservation",2007,"Rand.exp.","Europe","United Kingdom",54.25125,-1.470615
"3597","Butterfly and Moth Conservation",2007,"Rand.exp.","Europe","United Kingdom",54.25125,-1.470615
"3598","Butterfly and Moth Conservation",2011,"Rand.exp.","Europe","United Kingdom",51.356445,-1.284578
"3598","Farmland Conservation",2011,"CI","Europe","United Kingdom",51.356445,-1.284578
"3599","Bird Conservation",2007,"BA","Europe","Denmark",56.262728,9.506132
"3600","Bird Conservation",2002,"BA","North America","United States",37.09024,-95.712891
"3601","Bird Conservation",1993,"After","Oceania","New Zealand",-40.870548,175.008131
"3602","Bird Conservation",2000,"CI","NA","NA",NA,NA
"3603","Bird Conservation",2001,"CI","North America","United States",65.687847,-158.583463
"3603","Bird Conservation",2001,"Rand.exp.","North America","United States",65.687847,-158.583463
"3605","Bird Conservation",1998,"CI","Europe","Norway",64.03,-65.5
"3605","Bird Conservation",1998,"Rand.exp.","Europe","Norway",64.03,-65.5
"3606","Bird Conservation",2001,"Rand.exp.","Europe","Norway",63.02,-64.33
"3607","Bird Conservation",2001,"After","Oceania","New Zealand",-40.870548,175.008131
"3608","Bird Conservation",2003,"CI","Europe","Norway",60.475722,8.45583
"3610","Bird Conservation",2007,"BA","Europe","United Kingdom",53.33,1.53
"3611","Bird Conservation",2003,"BA","North America","United States",37.09024,-95.712891
"3613","Bird Conservation",1984,"BA","North America","Canada",56.191647,-106.54207
"3615","Marsh and Swamp Conservation",2012,"CI","North America","United States",27.668909,-82.539071
"3616","Farmland Conservation",2007,"CI","Europe","Denmark",56.262728,9.506132
"3619","Bird Conservation",1996,"BA","Europe","France",46.223821,2.216243
"3620","Bird Conservation",1970,"BA","North America","Canada",56.191647,-106.54207
"3621","Bird Conservation",1948,"After","North America","United States",41.248295,-93.076162
"3622","Mediterranean Farmland",1998,"CI","North America","Mexico",30.840634,-115.283758
"3622","Bird Conservation",1998,"CI","North America","Mexico",30.840634,-115.283758
"3623","Bird Conservation",2001,"CI","North America","United States",36.319654,-120.318495
"3625","Bird Conservation",2002,"After","North America","United States",32.84471,-93.16097
"3628","Bird Conservation",2005,"After","Oceania","Australia",NA,NA
"3630","Bird Conservation",2005,"After","North America","United States",41.907153,-93.779394
"3631","Bird Conservation",1998,"After","North America","United States",35.603834,-78.662414
"3632","Bird Conservation",2001,"CI","North America","United States",45.76793,-100.198867
"3633","Bird Conservation",2003,"CI","North America","Canada",56.191647,-106.54207
"3634","Bird Conservation",2008,"After","North America","United States",40.111694,-89.471313
"3635","Bird Conservation",1980,"BA","North America","Canada",NA,NA
"3637","Bird Conservation",1984,"CI","Europe","Norway",70,19.55
"3639","Bird Conservation",1996,"CI","North America","United States",19.516763,-155.957366
"3640","Bird Conservation",2006,"BA","North America","United States",19.559836,-155.039012
"3641","Bird Conservation",2007,"BACI","North America","Canada",54.14,133
"3642","Bird Conservation",2008,"BA","Africa","Angola",-12.159097,23.001199
"3643","Bird Conservation",1988,"CI","Europe","Sweden",60.12885,18.646577
"3644","Bird Conservation",1995,"After","Africa","Mauritius",-20.348254,57.548986
"3645","Bird Conservation",1994,"BA","Oceania","Cook Islands",-21.224095,-159.771927
"3646","Bird Conservation",2001,"BA","North America","United States",21.440602,-158.003652
"3647","Bird Conservation",2008,"CI","North America","United States",32.904132,-118.494344
"3648","Bird Conservation",2009,"Rand.exp.","North America","United States",21.440602,-158.003652
"3649","Bird Conservation",1972,"CI","North America","Canada",54.62571,-96.218351
"3650","Bird Conservation",1995,"Rand.exp.","North America","United States",47.279229,-100.283112
"3651","Bird Conservation",2004,"After","North America","Canada",52.94743,-106.451148
"3652","Bird Conservation",2008,"BA","Europe","United Kingdom",52.355468,-1.17148
"3652","Farmland Conservation",2008,"BA","Europe","United Kingdom",52.355468,-1.17148
"3654","Bird Conservation",1991,"CI","North America","United States",47.548324,-101.003881
"3655","Bird Conservation",1992,"BACI","North America","United States",41.687536,-70.258962
"3656","Bird Conservation",1989,"CI","Oceania","New Zealand",-36.205746,175.09202
"3657","Bird Conservation",1999,"Rand.exp.","North America","United States",NA,NA
"3658","Bird Conservation",1998,"Rand.exp.","North America","United States",39.314775,-111.099072
"3659","Bird Conservation",2000,"CI","North America","United States",39.314775,-111.099072
"3660","Bird Conservation",2002,"Rand.exp.","Europe","United Kingdom",55.37874,-3.461249
"3661","Bird Conservation",1996,"After","North America","United States",46.757591,-92.077425
"3662","Bird Conservation",1997,"CI","Oceania","Australia",-37.473567,144.790701
"3663","Bird Conservation",2007,"BA","Oceania","Australia",-31.948637,152.586787
"3664","Bird Conservation",2010,"BA","Asia","Japan",35.44,139.19
"3665","Bird Conservation",2003,"BACI","Europe","United Kingdom",56.491381,-4.189633
"3668","Bird Conservation",1997,"CI","Europe","United Kingdom",57.610914,-3.611487
"3669","Bird Conservation",1999,"After","North America","United States",19.947081,-155.661604
"3670","Bird Conservation",1992,"CI","North America","United States",42.995874,-77.883844
"3671","Bird Conservation",2000,"CI","Europe","France",42.377187,8.749157
"3672","Bird Conservation",2009,"CI","North America","Canada",54.37,113.2
"3673","Bird Conservation",2009,"Rand.exp.","North America","Canada",51.969239,-122.530681
"3674","Bird Conservation",2007,"Rand.exp.","North America","Canada",45.859213,-66.619436
"3675","Bird Conservation",2008,"BACI","North America","United States",39.05,-96.35
"3676","Bird Conservation",2010,"BA","South America","Ecuador",-2.562822,-78.110828
"3677","Bird Conservation",1994,"CI","North America","United States",40.136548,-105.492256
"3678","Bird Conservation",2003,"After","Africa","South Africa",-33.497267,18.320843
"3678","Bird Conservation",2003,"CI","Africa","South Africa",-33.497267,18.320843
"3679","Bird Conservation",2003,"CI","Africa","South Africa",-33.366512,18.165336
"3679","Bird Conservation",2003,"After","Africa","South Africa",-33.366512,18.165336
"3681","Farmland Conservation",1991,"CI","Europe","United Kingdom",51.86487,-0.831257
"3681","Bird Conservation",1991,"CI","Europe","United Kingdom",51.86487,-0.831257
"3682","Bird Conservation",2010,"BA","Europe","United Kingdom",58.243609,-6.667202
"3683","Bird Conservation",2007,"After","NA","NA",NA,NA
"3684","Bird Conservation",1988,"After","North America","United States",31.244853,-92.14794
"3685","Bird Conservation",1991,"After","North America","United States",46.727888,-94.688046
"3686","Bird Conservation",2006,"After","Europe","United Kingdom",55.37874,-3.461249
"3687","Bird Conservation",1993,"CI","North America","United States",29.26135,-81.770735
"3688","Bird Conservation",1995,"After","Africa","Mauritius",NA,NA
"3689","Bird Conservation",1977,"BA","North America","United States",47.517956,-94.326333
"3690","Bird Conservation",1997,"After","Europe","Greece",41.19444,23.094081
"3691","Bird Conservation",1993,"After","North America","United States",46.946416,-124.133289
"3692","Bird Conservation",2000,"After","Oceania","New Zealand",-40.870548,175.008131
"3693","Bird Conservation",1952,"After","North America","United States",47.750884,-120.741942
"3694","Bird Conservation",1971,"CI","North America","United States",39.137245,-76.2348
"3695","Bird Conservation",1971,"BA","North America","United States",31.244853,-92.14794
"3696","Bird Conservation",1977,"After","Oceania","Australia",-37.473567,144.790701
"3697","Bird Conservation",1979,"After","North America","United States",26.235238,-97.581375
"3698","Terrestrial Mammal Conservation",1981,"After","North America","United States",31.244853,-92.14794
"3698","Bird Conservation",1981,"CI","North America","United States",31.244853,-92.14794
"3698","Reptile Conservation",1981,"CI","North America","United States",31.244853,-92.14794
"3699","Bird Conservation",1984,"After","North America","United States",37.089443,-83.885555
"3700","Bird Conservation",2000,"CI","North America","United States",33.09428,-116.604593
"3701","Bird Conservation",1972,"BA","North America","United States",37.551412,-76.43317
"3702","Bird Conservation",1980,"After","North America","United States",44.06993,-114.745613
"3703","Bird Conservation",1984,"BACI","North America","Canada",56.191647,-106.54207
"3704","Bird Conservation",1992,"After","North America","Canada",54.026269,-109.158477
"3705","Bird Conservation",1992,"After","North America","United States",28.612219,-80.807548
"3706","Bird Conservation",2002,"After","North America","United States",45.247159,-93.455483
"3707","Bird Conservation",2006,"After","Europe","Spain",36.643087,-5.893989
"3708","Bird Conservation",1989,"BA","North America","United States",41.849294,-123.069325
"3709","Bird Conservation",2009,"BACI","North America","United States",29.3,82.02
"3711","Bird Conservation",1994,"BA","Europe","United Kingdom",55.15,2.35
"3712","Bird Conservation",1996,"CI","Europe","Finland",62.577769,26
"3713","Bird Conservation",2001,"After","North America","United States",44.06993,-114.745613
"3714","Bird Conservation",2005,"After","North America","United States",35.605959,-90.639395
"3715","Bird Conservation",1983,"After","North America","United States",40.389504,-82.797765
"3716","Farmland Conservation",1974,"CI","Europe","United Kingdom",57.317057,-2.004002
"3716","Bird Conservation",1974,"CI","Europe","United Kingdom",57.317057,-2.004002
"3717","Bird Conservation",1987,"After","Europe","Norway",63.43061,10.395075
"3718","Bird Conservation",1991,"CI","North America","United States",44.681088,-106.992073
"3719","Bird Conservation",1993,"After","North America","United States",37.090268,-95.710624
"3720","Bird Conservation",2000,"After","Europe","Hungary",47.495953,19.084213
"3721","Bird Conservation",2009,"CI","South America","Argentina",-36.474962,-57.093525
"3722","Bird Conservation",2002,"After","Europe","United Kingdom",55.864716,-4.251251
"3723","Bird Conservation",1993,"CI","Oceania","New Zealand",-45.126706,169.919167
"3723","Bird Conservation",1993,"After","Oceania","New Zealand",-45.126706,169.919167
"3724","Bird Conservation",1981,"After","North America","United States",39.054756,-76.816698
"3725","Bird Conservation",1990,"After","North America","United States",41.105619,-75.475605
"3726","Bird Conservation",2003,"After","Europe","Slovakia",49.201723,19.365097
"3727","Bird Conservation",2004,"After","Asia","India",18.716387,74.16
"3728","Bird Conservation",1980,"After","North America","United States",39.314775,-111.099072
"3729","Bird Conservation",2006,"CI","North America","Canada",52.94743,-106.451148
"3729","Bird Conservation",2006,"After","North America","Canada",52.94743,-106.451148
"3730","Bird Conservation",2001,"CI","North America","United States",NA,NA
"3730","Bird Conservation",2001,"After","North America","United States",NA,NA
"3731","Bird Conservation",1993,"CI","North America","United States",NA,NA
"3732","Bird Conservation",1993,"After","North America","United States",NA,NA
"3733","Bird Conservation",2002,"CI","Europe","Norway",60.475722,8.45583
"3734","Bird Conservation",1991,"CI","Europe","United Kingdom",51.745418,-5.176111
"3735","Bird Conservation",2005,"Rand.exp.","Antarctic","Antarctica",NA,NA
"3736","Bird Conservation",2006,"Rand.exp.","Antarctic","Antarctica",NA,NA
"3737","Bird Conservation",1994,"Rand.exp.","North America","Canada",73.305875,-77.954447
"3738","Bird Conservation",2003,"CI","Asia","China, P.R.",NA,NA
"3739","Bird Conservation",1974,"BA","North America","United States",34.526162,-118.89723
"3739","Bird Conservation",1974,"After","North America","United States",34.526162,-118.89723
"3740","Bird Conservation",1981,"CI","Europe","United Kingdom",55.20824,-3.616798
"3741","Bird Conservation",1993,"CI","Africa","South Africa",-24.756288,31.810708
"3742","Bird Conservation",1996,"Rand.exp.","North America","United States",35.832669,-105.632489
"3743","Bird Conservation",1989,"CI","Europe","Finland",63,23
"3744","Bird Conservation",1997,"CI","North America","United States",40.627081,-105.105028
"3747","Bird Conservation",2004,"CI","Europe","United Kingdom",52.355468,-1.17148
"3747","Farmland Conservation",2004,"CI","Europe","United Kingdom",52.355468,-1.17148
"3748","Farmland Conservation",2005,"After","Europe","United Kingdom",53.330638,-3.864958
"3748","Farmland Conservation",2005,"CI","Europe","United Kingdom",53.330638,-3.864958
"3750","Bird Conservation",1974,"CI","Europe","Sweden",NA,NA
"3751","Bird Conservation",1981,"CI","Europe","Sweden",55.4,13.3
"3752","Bird Conservation",1984,"After","North America","United States",39.314775,-111.099072
"3753","Bird Conservation",1988,"BACI","North America","United States",46.280848,-119.114863
"3754","Bird Conservation",1988,"CI","Europe","Sweden",55.70466,13.191007
"3755","Bird Conservation",1988,"Rand.exp.","North America","United States",47.118739,-119.620051
"3756","Bird Conservation",1990,"Rand.exp.","North America","United States",33.470233,-111.612872
"3757","Bird Conservation",1993,"Rand.exp.","Europe","United Kingdom",56.116643,-3.942489
"3758","Farmland Conservation",1993,"CI","Europe","Sweden",55.989741,13.597843
"3758","Bird Conservation",1993,"CI","Europe","Sweden",55.989741,13.597843
"3759","Bird Conservation",1994,"CI","Europe","The Netherlands",NA,NA
"3759","Bird Conservation",1994,"CI","Europe","The Netherlands",NA,NA
"3760","Bird Conservation",1995,"CI","Asia","Japan",36.11427,137.559526
"3761","Bird Conservation",1996,"BACI","Europe","Spain",NA,NA
"3762","Bird Conservation",2003,"After","North America","United States",NA,NA
"3763","Bird Conservation",2003,"Rand.exp.","North America","United States",27.182841,-81.352082
"3765","Bird Conservation",2004,"Rand.exp.","North America","United States",39.016,-98.48288
"3766","Bird Conservation",2006,"CI","Africa","Tanzania",-3.226058,36.781917
"3767","Bird Conservation",2010,"CI","Europe","United Kingdom",52.25702,-2.262837
"3768","Bird Conservation",1999,"CI","North America","United States",35.006523,-97.086874
"3769","Bird Conservation",1991,"BA","Asia","Japan",43.064434,141.346921
"3770","Bird Conservation",1980,"CI","North America","United States",36.14293,-118.608983
"3771","Bird Conservation",1988,"Rand.exp.","North America","United States",35.51627,-86.578106
"3772","Bird Conservation",2004,"After","North America","United States",35.618037,-83.535775
"3773","Farmland Conservation",2004,"After","Europe","United Kingdom",52.355468,-1.17148
"3773","Bird Conservation",2004,"After","Europe","United Kingdom",52.355468,-1.17148
"3774","Bird Conservation",2006,"After","Europe","United Kingdom",52.186595,0.971445
"3774","Farmland Conservation",2006,"After","Europe","United Kingdom",52.186595,0.971445
"3775","Farmland Conservation",2008,"After","Europe","United Kingdom",52.355468,-1.17148
"3775","Bird Conservation",2008,"After","Europe","United Kingdom",52.355468,-1.17148
"3776","Bird Conservation",1998,"After","Africa","South Africa",-33.218305,21.966741
"3777","Bird Conservation",1969,"After","North America","United States",28.116958,-96.800263
"3778","Bird Conservation",1998,"CI","North America","Canada",61.253117,-138.798399
"3779","Bird Conservation",1984,"After","North America","United States",41.573867,-71.47525
"3780","Bird Conservation",1986,"BA","Africa","South Africa",NA,NA
"3781","Bird Conservation",1996,"Rand.exp.","North America","United States",44.681088,-106.992073
"3782","Bird Conservation",1999,"CI","Europe","United Kingdom",56.106601,-4.639113
"3784","Bird Conservation",2001,"CI","North America","United States",35.006523,-97.086874
"3785","Bird Conservation",2004,"CI","Europe","Estonia",58.148661,24.955339
"3786","Farmland Conservation",1984,"CI","Europe","Hungary",47.241795,18.647958
"3787","Farmland Conservation",1990,"CI","Europe","Belgium",51.0534,3.730479
"3788","Farmland Conservation",2007,"CI","Europe","United Kingdom",52.355468,-1.17148
"3789","Farmland Conservation",2001,"CI","Europe","United Kingdom",55.475646,-2.245276
"3791","Bird Conservation",1964,"After","North America","United States",46.727888,-94.688046
"3792","Bird Conservation",2008,"After","North America","United States",19.947081,-155.661604
"3793","Bird Conservation",1981,"BA","North America","United States",41.878008,-93.097026
"3795","Bird Conservation",1988,"After","North America","United States",40.092289,-92.642434
"3796","Bird Conservation",1993,"BA","North America","United States",44.158998,-114.883055
"3797","Bird Conservation",2006,"CI","North America","United States",31.281874,-84.482631
"3798","Bird Conservation",1994,"After","Europe","Spain",41.59377,1.501684
"3799","Bird Conservation",2001,"After","North America","United States",46.727888,-94.688046
"3800","Bird Conservation",1997,"BA","Oceania","French Polynesia",-9.858241,-138.879997
"3801","Farmland Conservation",1989,"CI","Europe","Germany",52.170129,8.628795
"3802","Farmland Conservation",1992,"CI","Europe","Switzerland",46.799812,8.235547
"3803","Farmland Conservation",1993,"CI","Europe","Switzerland",46.988557,7.0614
"3804","Farmland Conservation",1994,"CI","Europe","Switzerland",46.799812,8.235547
